registration,admin_id,aircraft_id,operator,registration_id
43-48471,1,16,USAF,956
44-76643,1,31,Vietnam Air Force - VNAF,1069
CCCP-75560,1,500,Soviet Government,4615
XW-TAD,1,6,Royal Air Lao,14921
131484,1,766,US Navy,208
N525W,1,10,Millers Aviation,9818
CCCP-74252,1,748,"Aeroflot, Far East",4598
64-0522,1,649,USAF,2274
54-694,1,673,USAF,1606
56-0549,1,392,USAF,1680
62-1814,1,649,USAF,2187
HK-136,1,18,Avianca,7223
F-BLCJ,1,771,Air France,6201
54-590,1,673,Vietnam Air Force - VNAF,1584
51-5198,1,229,USAF,1423
CCCP-45019,1,596,"Aeroflot, North Kavkaz",4333
54-594,1,673,USAF,1585
PI-C871,1,372,Air Manila Int.,11830
CCCP-41840,1,266,"Aeroflot, Georgia",4268
43748,1,584,French AF,1052
44-77016,1,772,USAF,1073
6167,1,32,Portuguese AF,2173
43-49330,1,676,USAF,1012
N1846,1,752,M Air,8687
PP-AST,1,10,Sadia,12139
N4820C,1,773,Delta Air Lines,9662
N7425U,1,774,United Airlines,10457
YV-C-AVA,1,609,AVENSA,15240
607,1,10,Air America,2128
EI-AOM,1,738,Aer Lingus,5787
40589,1,673,Thai AF,773
ZK-CMX,1,67,Airland (NZ),15346
PP-BTX,1,10,Paraense Transportes Aéreos,12159
N970Z,1,720,Ozark Air Lines,11241
LN-FAE,1,304,Widerøes Flyveselskap,7955
HP-467,1,168,RAPSA,7531
54-653,1,673,USAF,1601
153445,1,768,US Navy,377
WR956,1,185,RAF,14556
145900,1,559,US Navy,298
IJ304,1,19,Indian AF,7728
151350,1,569,US Navy,347
VT-CML,1,6,Indian Airlines,14283
G-ARWE,1,775,BOAC,6733
CC-CBM,1,199,LADECO,3869
ZK-CPU,1,776,SAFE Air,15347
XA-GEV,1,217,Aerovias Rojas,14608
9J-RBX,1,733,Zambian Air Cargoes,2723
A9-296,1,768,RAAF,3045
61-0967,1,506,USAF,2148
56-0480,1,392,USAF,1662
54-602,1,673,USAF,1589
CP-734,1,88,LAB,5286
WB833,1,185,RAF,14495
ZS-EUW,1,777,South African Airways,15414
CCCP-75526,1,500,"Aeroflot, Moscow",4608
61-2399,1,707,USAF,2154
HA-LIO,1,83,Hungarian Defense Association,6974
60-0298,1,506,USAF,2108
N1802,1,778,Capitol Airways,8670
64145,1,779,Pakistan AF,2295
FAC-669,1,19,Colombian AF,6457
N9707C,1,412,Braniff Airways,11240
N27W,1,651,Eastex Inc,9015
G-APPU,1,544,Channel Airways,6711
43-16159,1,676,USAF,905
43-76207,1,676,USAF,1051
XR133,1,780,RAF,14852
62-4176,1,745,USAF,2213
PI-C873,1,372,Air Manila Int.,11831
6165,1,31,Portuguese AF,2172
IM-1719,1,226,Indian AF,7734
56-0548,1,392,USAF,1679
60-0297,1,506,USAF,2107
63-7875,1,649,USAF,2240
N9267R,1,733,AREA Ecuador,11105
CCCP-05977,1,781,"Aeroflot, Moscow SPiMVL",3995
CCCP-45228,1,537,"Aeroflot, North Kavkaz",4348
56-0477,1,392,USAF,1661
45-585,1,782,USAF,1144
54-588,1,783,USAF,1583
655,1,564,Air America,2331
PK-GJA,1,587,Garuda,11893
CCCP-45209,1,537,"Aeroflot, Ukraine",4345
636,1,746,Polish Navy,2269
62-4189,1,745,USAF,2218
CCCP-05989,1,781,"Aeroflot, North Kavkaz",3996
6185,1,169,Republic of China AF,2176
5T-TAC,1,784,North American Aircraft Trading,1980
N74139,1,330,Aerodyne Engineering,10452
WL677,1,143,RAF,14547
N7086U,1,664,United Airlines,10317
CF-GND,1,785,Great Northern Airways,5034
N798PA,1,786,Pan Am,10657
I-PIAI,1,787,Piaggio,7715
62-1861,1,649,USAF,2198
54-595,1,673,USAF,1586
PH-DCH,1,507,"KLM, op.for VIASA",11745
5T-TAG,1,168,Red Cross,1981
N196KC,1,705,Kansas City Life Insurance,8733
N475US,1,788,Northwest Orient Airlines,9641
CCCP-02332,1,781,"Aeroflot, Ukraine",3943
N762Z,1,789,Universal Airlines,10557
G-AMAD,1,259,BKS Air Transport,6603
G-ARPT,1,688,BEA,6727
G-ARPI,1,688,BEA,6725
T.2B-158,1,7,Spanish AF,13447
HZ-AAZ,1,790,Saudi Arabian,7622
44-77275,1,31,USAF,1079
OK-MYC,1,300,Ak Brno,11532
OO-SJK,1,791,Sabena,11584
PP-VBJ,1,424,Varig,12305
CC-CDI,1,17,ALFA,3879
CCCP-32209,1,537,"Aeroflot, Kyrgyzstan",4194
N7974A,1,792,Avery Aviation,10654
4X-ATA,1,793,El Al,1293
63-9761,1,745,USAF,2262
51-5178,1,229,USAF,1421
N367EJ,1,752,Executive Jet Aviation,9299
66-0214,1,794,USAF,2344
66-0218,1,794,USAF,2345
56-3655,1,378,USAF,1694
I-DIWF,1,543,Alitalia,7679
CCCP-01118,1,109,"Aeroflot, North Kavkaz",3907
N4634S,1,609,North Central Airlines,9605
CCCP-11172,1,453,"Aeroflot, East Siberia",4070
CF-FFY,1,135,"Flying Firemen, op.for British Columbia Forest Services",5020
G-ATFN,1,795,British Eagle,6753
N712U,1,796,Piedmont Airlines,10351
SU-AOL,1,680,UAA,13284
OB-R-849,1,75,Rutas Internacionales,11414
9Q-CUM,1,115,Air Congo,2905
YV-C-AMY,1,647,LAV,15232
N91239,1,136,East Coast Leasing,11070
N278E,1,797,East Coast Leasing,9006
CP-760,1,52,TABSA,5293
62-4177,1,745,USAF,2214
53-3243,1,255,USAF,1547
43-49499,1,676,USAF,1022
52-1018,1,229,USAF,1482
LN-BFD,1,304,"Ocean Products, op.for Westwing",7951
LZ-BEG,1,798,"Bulair, lsf TABSO",8151
LN-NPH,1,353,Nor Flyselskap,7969
62-1785,1,649,USAF,2179
CF-RNP,1,304,Northern Wings,5115
N122R,1,799,Mobile Aircraft,8400
PP-VJR,1,800,Varig,12325
F-BOHB,1,515,Air France,6213
54-714,1,673,USAF,1610
N148E,1,705,Eversharp,8546
PP-SRE,1,445,VASP,12296
HC-AMC,1,2,ANDES,7068
43,1,747,French Navy,857
HK-1401,1,801,Avianca,7231
HK-172,1,18,Avianca,7262
CCCP-91743,1,702,"Aeroflot, Yakutsk",4814
55-3133,1,378,USAF,1629
N64423,1,10,Ford Motor Co.,10126
N7466,1,494,Universal Airlines,10481
CF-EPX,1,565,Eastern Provincial Airways,5013
N90427,1,75,Pan African Airlines,11010
N8081H,1,429,Willair International,10713
G-AMAG,1,259,Dan-Air Services,6604
55-3138,1,378,USAF,1630
63-9753,1,745,USAF,2260
5T-TAR,1,802,North American Aircraft Trading,1982
635,1,746,Polish AF,2267
CCCP-46552,1,764,"Aeroflot, Turkmenistan",4376
XA-SE.,1,647,Aeromaya,14676
63-9745,1,745,USAF,2256
TI-1063C,1,803,Aerovias del Valle,13697
OK-MCJ,1,488,CSA,11527
PP-PCW,1,114,Cruzeiro do Sul,12226
17949,1,649,Turkish AF,465
CCCP-75436,1,748,"Aeroflot, West Siberia",4604
PP-SAD,1,10,Cruzeiro do Sul,12249
45-934,1,16,USAF,1154
61-0301,1,378,USAF,2133
42-23966,1,4,USAF,804
135555,1,559,US Navy,238
PH-DAA,1,10,KLM Aerocarto,11744
42-24304,1,804,USAF,809
N380NE,1,805,Northeast Airlines,9346
CCCP-11349,1,608,"Aeroflot, East Siberia",4083
PP-LEW,1,18,VASP,12212
TC-55,1,806,Argentine AF,13523
CP-791,1,2,Compañia Boliviana de Aviacion,5297
N73135,1,609,Tex Johnson Inc,10419
XA-MON,1,71,Mexicana,14650
N17325,1,807,Continental Air Lines,8650
JA8032,1,808,JAL,7790
N7666,1,809,Cable Commuter,10564
N1386N,1,17,Air America,8507
61-2644,1,506,USAF,2161
N4905,1,810,Wien Consolidated,9689
640,1,266,CAAC,2291
12695/BW-E,1,206,Norwegian AF,163
N7154,1,811,private,10356
VR-BCY,1,802,North American Aircraft Trading,14218
N7314C,1,429,Fly by Night Safaris,10421
CF-XJM,1,304,Lambair,5145
N494PA,1,658,Pan Am,9700
N60G,1,224,Professional Pilot Service,10018
54-600,1,673,USAF,1588
43-49274,1,676,USAF,1010
CF-RNO,1,304,Harbour Air,5114
51-2667,1,206,USAF,1413
54-708,1,394,USAF,1609
T.2B-235,1,7,Spanish AF,13461
5Y-ADI,1,32,Kenya Police,2010
N5802,1,609,Allegheny Airlines,9952
N760AL,1,733,Interior Airways,10551
2013,1,12,Brazilian AF,493
XB-POH,1,10,ESSA,14781
N799PA,1,786,Pan Am,10664
4X-ATR,1,812,El Al,1296
N2045,1,609,North Central Airlines,8785
N974Z,1,813,Ozark Air Lines,11250
OD-AFC,1,814,MEA,11449
OD-ADR,1,545,MEA,11435
OD-AEI,1,293,Lebanese International,11441
OD-AEY,1,428,TMA,11447
OD-AEE,1,591,MEA,11439
OD-ADQ,1,545,MEA,11434
OD-ADI,1,75,TMA,11432
OD-ACT,1,570,MEA,11426
OD-AEF,1,591,MEA,11440
9G-ABP,1,815,"Ghana Airways, op.for MEA",2699
OD-AEK,1,293,Lebanese International,11442
OD-AEW,1,587,Lebanese International,11445
OD-AEX,1,587,Lebanese International,11446
OD-ADS,1,545,MEA,11436
62-4502,1,816,USAF,2225
43-48702,1,772,USAF,964
VH-RMQ,1,817,"Ansett-ANA, op.for MacRobertson Miller Airlines",14069
XA-SAE,1,10,SAESA,14673
454,1,649,Saudi AF,1159
B-309,1,10,China Airlines,3269
SX-DAD,1,125,Olympic Airways,13334
N587JA,1,708,General Airlines,9968
140160,1,559,US Navy,266
YA-FAR,1,818,Ariana Afghan Airlines,14993
N5825,1,609,Allegheny Airlines,9957
HK-1028,1,18,Avianca,7176
CCCP-70940,1,109,"Aeroflot, Far East",4590
PP-SPR,1,10,VASP,12281
LN-MOO,1,808,SAS,7963
59-1491,1,819,USAF,1796
N584JA,1,803,Sud Aviacion,9963
G-ASJJ,1,613,BUA,6742
YA-AAB,1,8,Ariana Afghan Airlines,14985
N973PS,1,820,PSA,11247
949,1,10,Air America,2660
VT-DTH,1,10,Hindu Publications,14345
60-5434,1,707,USAF,2120
N7434U,1,774,United Airlines,10465
SP-LTE,1,680,LOT,13142
67-21476,1,821,USAF,2357
63-7780,1,649,USAF,2229
52-0904,1,822,Air National Guard,1467
CP-745,1,2,Bolivian Air System,5288
TC-SET,1,413,THY,13605
N5133B,1,26,Carolina Aircraft,9780
YU-ADL,1,633,JAT,15140
65-0990,1,823,USAF,2308
HK-1065,1,178,SAM Colombia,7179
45-1133,1,804,USAF,1125
N1304T,1,824,Texas International,8464
CF-PAP,1,651,Stanair,5099
131487,1,625,US Navy,210
14+05,1,12,German AF,255
52+57,1,380,German AF,1465
55-3271,1,286,US Army,1635
HK-683,1,17,Aeropesca Colombia,7449
71-1134,1,17,JASDF,2426
B-241,1,5,FEAT,3234
VT-CJH,1,10,Indian Airlines,14278
N15570,1,825,Hawthorne Nevada,8575
4X-ABB,1,826,El Al,1288
G-AODG,1,519,BMA,6653
IJ820,1,19,Indian AF,7731
B-2009,1,827,FEAT,3212
PH-ZAA,1,828,"LTU, lsf Fokker",11790
63-9762,1,745,USAF,2263
140964,1,559,US Navy,272
N3403,1,322,National Steel Corp.,9229
VP-FAM,1,304,British Antarctic Survey,14160
CCCP-06214,1,781,"Aeroflot, Moscow SPiMVL",4000
N563PR,1,353,Prinair,9923
152765,1,768,US Navy,370
N65134,1,10,Zamrud Airlines,10141
64-0545,1,649,USAF,2278
N3821,1,54,Continental Air Transport,9347
ET-ACQ,1,829,Ethiopian Airlines,5988
HK-757,1,18,SAM Colombia,7464
861,1,206,Moroccan AF,2569
YV-C-AVD,1,830,"AVENSA, op.for VIASA",15241
HK-754,1,71,Aerocondor de Colombia,7461
704B,1,19,Biafran AF,2422
4W-AAS,1,10,Yemen Airlines,1283
SU-APC,1,748,UAA,13288
G-AVJA,1,425,BMA,6757
N142D,1,831,"Avion Airways, op.for private",8530
CCCP-46751,1,547,"Aeroflot, Kazakstan",4389
XV180,1,832,RAF,14884
56-3602,1,378,USAF,1688
N7311C,1,429,Trans American Leasing,10415
OO-SBH,1,10,"BIAS, op.for Linair",11573
CCCP-98316,1,109,"Aeroflot, Tajikistan",4832
CCCP-29390,1,537,"Aeroflot, Ukraine",4184
5N-ABM,1,304,Nigerian Government,1897
N3914,1,52,Islands of the Bahamas Inc,9370
SP-LTF,1,680,LOT,13143
XV-NUC,1,125,Air Vietnam,14877
CF-THK,1,439,Air Canada,5130
5-112,1,649,Iran AF,1319
CCCP-13667,1,109,"Aeroflot, Northern",4119
43-49540,1,31,USAF,1028
3122,1,206,Republic of China AF,660
ET-AAQ,1,10,"Ethiopian Airlines, op.for UAA",5975
59-2221,1,286,US Army,1799
PI-C870,1,372,Air Manila Int.,11829
PP-CBZ,1,24,Cruzeiro do Sul,12164
BJ913,1,12,Indian AF,3315
135749,1,540,US Navy,246
N4296,1,115,Aviation Enterprises,9495
9T-PLJ ?,1,42,WIGMO,2941
N515VW,1,833,Volkswagen Pacific,9787
3696,1,226,Canadian Armed Forces,718
CCCP-09193,1,537,"Aeroflot, Kazakstan",4029
VT-DOJ,1,449,Indian Airlines,14338
PI-C947,1,572,Filipinas Orient Airways,11838
B-251,1,10,FEAT,3238
9G-AAF,1,10,Ghana Airways,2698
N3934C,1,75,Pan African Airlines,9374
67-21493,1,821,USAF,2358
CC-CAQ,1,834,LAN Chile,3866
CCCP-42436,1,497,"Aeroflot, East Siberia",4292
61-2637,1,506,USAF,2158
N446T,1,683,Mobil Oil,9539
F-BELL,1,75,Air Vietnam,6143
N221P,1,835,private,8851
N760M,1,558,private,10552
140962,1,559,US Navy,271
TC-28,1,32,Argentine AF,13518
N7260C,1,667,Master Equipment Co.,10389
PP-SPY,1,64,VASP,12286
N1243N,1,52,Flying W Airways,8407
HB-IBT,1,836,"Balair, op.for Red Cross",7010
N52679,1,837,Nordchurchaid,9821
ZP-CDN,1,239,LAP,15385
303/82-PN,1,838,French AF,651
AN.1-4,1,442,Spanish AF,3083
CCCP-32607,1,109,"Aeroflot, Georgia",4210
HI-159,1,6,Aerovias Quisqueyana,7129
149814,1,665,USMC,332
54-639,1,673,USAF,1593
45481/82PX,1,839,French AF,1162
HK-1403,1,840,Avianca,7232
XA-SAC,1,67,Aero Cargo,14672
N1247N,1,52,Kimex Inc,8411
XY-ACR,1,10,Union of Burma Airways,14947
63-7789,1,649,USAF,2232
F-14/61-MI,1,841,French AF,6074
N9982H,1,54,Pan African Airlines,11304
54-1629,1,842,USAF,1571
I-ATIT,1,843,ATI,7651
56-0472,1,392,USAF,1659
T-123,1,844,Argentine AF,13353
F-BFCP,1,18,"Air France, op.for CEP",6150
62-1831,1,649,USAF,2189
TF-AAE,1,71,Flughjalp,13621
151363,1,569,US Navy,349
XA-SEL,1,845,Mexicana,14679
62-4137,1,846,USAF,2205
SE-ERP,1,326,Swedish Red Cross,13076
50852,1,287,US Navy,1356
43-49547,1,772,USAF,1030
F-BLHH,1,520,CAT,6202
ET-ACD,1,847,Ethiopian Airlines,5987
N2550A,1,848,Cascade Airways,8938
HK-500,1,10,La Urraca,7423
HI-168,1,565,Dominicana,7131
61-0965,1,506,USAF,2147
CCCP-52018,1,340,"Aeroflot, Ukraine",4429
JA8028,1,463,JAL,7788
62-4499,1,849,USAF,2224
CCCP-11380,1,850,"Aeroflot, East Siberia",4089
MM51-8154,1,352,Italian AF,8191
CCCP-91527,1,340,"Aeroflot, Magadan",4801
T.2B-191,1,7,Spanish AF,13450
N7410,1,570,Aloha Airlines,10450
TR-LNV,1,289,Affretair,13758
CCCP-91495,1,266,"Aeroflot, Kyrgyzstan",4798
EC-BEO,1,360,TAE,5707
AN.1-7,1,442,Spanish AF,3084
CCCP-09168,1,537,"Aeroflot, Far East",4027
N844NS,1,848,Air South,10836
23490,1,506,Pakistan AF,577
HS-TGK,1,515,Thai Airways International,7596
N139D,1,851,private,8511
HK-186,1,75,Avianca,7274
HK-558,1,75,SAM Colombia,7441
N320L,1,852,Ling Temco Vought,9169
TN-ABA,1,179,Unknown,13728
9N-AAP,1,115,Royal Nepal Airlines,2776
9N-AAO,1,10,Royal Nepal Airlines,2775
N558MA,1,809,New York Airways,9902
LV-IEV,1,551,Aerolineas Argentinas,8051
101,1,299,Salvadorian AF,68
CF-PWO,1,733,Pacific Western,5104
F-OCKT,1,8,Air Djibouti,6346
150187,1,853,US Navy,339
G-ALZR,1,259,BKS Air Transport,6597
N787TW,1,854,TWA,10635
7T-VAK,1,591,Air Algérie,2497
62-4186,1,745,USAF,2216
XA-JOT,1,71,Mexicana,14627
57-6109,1,286,US Army,1747
G-ARPS,1,688,BEA,6726
OK-KHD,1,109,Slov-Air,11522
I-DABF,1,591,Alitalia,7665
N7567A,1,855,American Airlines,10537
CCCP-46248,1,764,"Aeroflot, Ukraine",4354
CF-NAJ,1,390,Canairelief Air,5091
N120A,1,72,Trans Southern Corp,8377
HK-115,1,54,Avianca,7188
17254,1,856,US Navy,452
F-BGNC,1,168,Catair,6161
VT-DJC,1,523,Indian Airlines,14324
N938PR,1,857,Caribair,11148
CCCP-11018,1,608,"Aeroflot, Polar",4053
SX-BBF?,1,6,Olympic Airways,13322
CCCP-96175,1,537,"Aeroflot, Belarus",4822
XA-MOO,1,71,Mexicana,14651
G775,1,127,Pakistan AF,6924
WJ895,1,143,RAF,14541
HK-1408,1,647,Avianca,7233
HC-ALK,1,5,TAO,7067
AF-601,1,741,Zambian Air Force,3069
CCCP-75708,1,436,"Aeroflot, Moscow",4636
FAC-1002,1,506,Colombian AF,6412
CCCP-41971,1,109,"Aeroflot, Krasnoyarsk",4277
N776TW,1,858,TWA,10592
PP-FMX,1,619,Inst. Bras. de Reforma Agraria,12192
CCCP-61731,1,334,"Aeroflot, Magadan",4471
43-49021,1,676,USAF,985
N8410H,1,216,Hughes Tool Corp,10828
67-21495,1,821,USAF,2359
CP-834,1,2,SANIA,5302
N2711N,1,722,Interior Airways,8984
FAE4341,1,8,TAME Ecuador,6480
FAE1969,1,859,TAME Ecuador,6479
FAC-685-A,1,8,SATENA,6469
CCCP-11377,1,608,"Aeroflot, Polar",4087
F-BHRY,1,515,Air France,6185
N988VJ,1,857,Allegheny Airlines,11278
CCCP-75791,1,500,"Aeroflot, Krasnoyarsk",4644
62-4187,1,745,USAF,2217
52-0951,1,229,USAF,1469
PI-C1131,1,860,Philippine Air Lines,11794
HR-SAH,1,8,SAHSA,7562
PP-SPP,1,5,VASP,12279
942,1,861,Chilean AF,2657
TC-SEC,1,413,THY,13604
CF-PWR,1,715,Pacific Western,5105
14654/F-SCIB,1,12,French AF,306
XV-NUG,1,11,Air Vietnam,14878
XA-SEJ,1,845,Mexicana,14678
CCCP-44984,1,109,"Aeroflot, Polar",4328
CP-698,1,125,LAB,5277
N52676,1,837,Nordchurchaid,9820
G-AXEL,1,862,British Steel,6769
43-48959,1,804,USAF,981
152796,1,653,US Navy,374
A4-147,1,623,RAAF,3002
58-0718,1,506,USAF,1767
HA-LBC,1,678,Malev,6959
LV-ISC,1,863,Aerolineas Argentinas,8053
PP-PDX,1,591,Cruzeiro do Sul,12241
43-49100,1,772,USAF,995
54-642,1,673,USAF,1595
52-5907,1,864,USAF,1515
N852JA,1,708,San Juan Air,10859
CCCP-11169,1,370,"Aeroflot, East Siberia",4069
CCCP-47772,1,764,"Aeroflot, Tyumen",4411
42-72611,1,40,USAF,823
FAC-660,1,19,Colombian AF,6450
N8634,1,865,Seaboard World,10893
N170L,1,67,private,8639
140433,1,559,US Navy,268
JA8708,1,866,All Nippon,7826
4X-AVC,1,867,Arkia,1299
HK-1022,1,868,Aerotaxi SA,7174
N236JP,1,705,Pittston Co.,8892
CCCP-43847,1,109,"Aeroflot, Kazakstan",4317
SE-BSU,1,869,Linjeflyg,13056
LN-FOM,1,327,Joint Church Aid,7957
PP-VJX,1,870,Varig,12327
N1021B,1,619,Mack Truck,8262
T.2B-133,1,7,Spanish AF,13439
LV-IZR,1,871,Austral Lineas Aéreas,8054
CF-AAL,1,5,Austin Airways,4979
N480G,1,9,Pan African Airlines,9657
899,1,872,Sudan AF,2581
AAQ,1,167,Nigerian AF,3050
43-49019,1,31,USAF,984
CF-CFL,1,873,Churchill Falls,4988
CCCP-75699,1,436,"Aeroflot, Uralsk",4634
PP-CTL,1,874,Cruzeiro do Sul,12189
CC-CCO,1,875,LAN Chile,3875
CCCP-11376,1,850,"Aeroflot, Polar",4086
HK-728,1,54,Avianca,7457
59-2871,1,548,USAF,1800
N7811M,1,796,Mohawk Airlines,10614
HA-LBA,1,678,Malev,6958
5N-ABD,1,656,Nigeria Airways,1895
SP-LTB,1,680,LOT,13139
VH-ATK,1,803,Aerial Tours,13966
56-0533,1,392,USAF,1677
HR-ANA,1,10,SAHSA,7552
CCCP-44995,1,109,"Aeroflot, Ukraine",4330
LV-HHI,1,551,Aerolineas Argentinas,8048
5N-85H,1,876,Biafran Government,1889
N892PA,1,658,Pan Am,10973
TC-77,1,877,LADE,13531
F-BHSZ,1,878,Air France,6190
SE-DCY,1,879,Ehrenström Flyg,13068
CC-CBY,1,10,LAN Chile,3873
N410M,1,67,private,9459
9M-APE,1,708,MSA,2744
T.2B-249,1,7,Spanish AF,13463
CCCP-11381,1,880,"Aeroflot, Polar",4090
SX-DAE,1,125,Olympic Airways,13335
HL5208,1,881,KAL,7477
L-853,1,882,Danish AF,7911
CP-800,1,2,Transportes Aéreos Litoral,5298
56-0499,1,392,USAF,1666
JA8743,1,866,All Nippon,7828
PP-VDQ,1,647,Varig,12318
62-1800,1,649,USAF,2181
N403M,1,879,American Smelting and Refining Co.,9420
LV-GEB,1,2,Austral Lineas Aéreas,8036
CF-NAK,1,390,Canairelief Air,5092
55-4562,1,673,USAF,1650
56-3629,1,378,USAF,1693
CF-GNG,1,785,Great Northern Airways,5035
2450,1,649,Brazilian AF,600
B-2005,1,125,Air Vietnam,3211
LX-LGC,1,425,Luxair,8125
XW-TDJ,1,10,Laos Air,14929
TI-1007C,1,2,LACSA,13690
63-9723,1,745,USAF,2253
OY-APB,1,883,Maersk Air,11590
17284,1,695,USMC,455
PP-PDZ,1,598,Cruzeiro do Sul,12242
XW-PGJ,1,6,"Bird & Sons, op.for Xieng Khouang Air Transport",14907
N13VV,1,835,Sky King,8519
54-688,1,673,USAF,1605
EC-BNM,1,587,Spantax,5716
EC-BOD,1,843,Iberia,5717
EC-ATG,1,347,Iberia,5701
VT-DJB,1,523,Indian Airlines,14322
N1308T,1,857,Texas International,8466
5W-FAC,1,5,Polynesian Airlines,1991
L2-17/00,1,32,Thai AF,7921
OB-R-776,1,884,Faucett,11413
SU-ANI,1,545,UAA,13277
F-BRUF,1,848,Air Alpes,6220
N270L,1,201,Aspen Airways,8982
G-AMOA,1,250,Cambrian Airways,6612
4X-COJ,1,885,IAI,1303
HK-171,1,137,Avianca,7257
G-AWXI,1,886,BMA,6765
PJ-FRE,1,883,ALM,11842
XC-DOK,1,100,Federal Electricity Commission,14802
9N-AAR,1,449,Royal Nepal Airlines,2777
CCCP-47701,1,764,"Aeroflot, Yakutsk",4405
CCCP-45083,1,644,"Aeroflot, Northern",4343
SU-AOK,1,680,UAA,13283
CP-825,1,52,Transportes Aéreos Litoral,5300
CCCP-40573,1,702,"Aeroflot, Uralsk",4251
147571,1,338,French Navy,310
YR-AMT,1,680,"Romanian Government, op.for Tarom",15071
LV-HGW,1,551,Aerolineas Argentinas,8043
PP-VJP,1,412,Varig,12324
CCCP-75798,1,500,"Aeroflot, Uzbekistan",4645
59-0530,1,581,USAF,1791
OO-HAD,1,887,Zuidpool Expeditie,11569
SU-ALE,1,545,UAA,13274
N124PM,1,722,Pilgrim Airlines,8414
TAM-11,1,6,TAM,13498
CC-CBT,1,5,Aero Aysen,3871
HK-1270,1,8,La Urraca,7200
HI-177,1,830,Dominicana,7133
9Q-CUP,1,10,Air Congo,2907
CCCP-21504,1,36,MAP Kiev MSZ,4137
TC-TEZ,1,420,THY,13610
53-3156,1,888,USAF,1541
N741J,1,138,Jet International,10456
B-243,1,10,FEAT,3235
OE-LCU,1,598,Austrian Airlines,11494
HB-ICD,1,587,Swissair,7011
TI-1065,1,42,S.A. Curtiss,13698
CCCP-61637,1,340,"Aeroflot, Yakutsk",4464
CCCP-12966,1,850,"Aeroflot, North Kavkaz",4106
9N-RF9,1,722,Nepalese Royal Flight,2823
62-4460,1,849,USAF,2222
CF-THY,1,439,Air Canada,5132
23489,1,506,Pakistan AF,576
CCCP-58340,1,36,Aeroflot,4459
D-INAH,1,862,Bavaria Fluggesellschaft,5562
DM-SBD,1,680,Interflug,5624
HK-1337,1,801,Avianca,7216
ET-AAY,1,125,Ethiopian Airlines,5979
SU-AOC,1,680,UAA,13282
PP-BUF,1,796,Paraense Transportes Aéreos,12160
CP-677,1,302,TABSA,5271
145927,1,652,US Navy,301
N8925E,1,857,Eastern Air Lines,10971
CCCP-25598,1,537,"Aeroflot, Uzbekistan",4148
N163J,1,32,Aircraft Charter,8602
XC-CFE,1,53,Federal Electricity Commission,14799
LV-AHN,1,435,Aerolineas Argentinas,8014
12251,1,623,Royal Thai Border Police,122
CR-AIB,1,449,DETA,5324
A4-193,1,623,RAAF,3005
M21-10,1,623,Royal Malaysian AF,8181
JA8315,1,889,JAL,7812
CCCP-47751,1,764,"Aeroflot, West Siberia",4410
CN-CCV,1,515,RAM,5156
61-2406,1,707,USAF,2156
62-4180,1,745,USAF,2215
CCCP-52002,1,334,"Aeroflot, Georgia",4428
63-9746,1,745,USAF,2257
62-3535,1,378,USAF,2201
G-AXRJ,1,708,Britten-Norman,6774
56-0510,1,890,Air America,1671
HK-1281,1,17,Aerocosta Colombia,7205
56-0516,1,392,USAF,1673
EP-AGZ,1,5,Air Taxi Co.,5888
HC-AON,1,11,Ecuatoriana,7070
61-0640,1,548,USAF,2140
SE-DBE,1,808,SAS,13066
CCCP-06333,1,537,"Aeroflot, North Kavkaz",4005
PI-C1022,1,647,Philippine Air Lines,11791
N743TW,1,758,TWA,10469
43-48402,1,772,USAF,950
54-1625,1,842,USAF,1570
CCCP-41398,1,537,"Aeroflot, North Kavkaz",4263
B-308,1,10,Winner Airways,3268
PP-SMC,1,891,VASP,12261
MM52-6018,1,206,Italian AF,8195
53-8155,1,892,USAF,1562
VH-TGR,1,722,TAA,14089
CCCP-15935,1,621,"Aeroflot, Uzbekistan",4126
N935F,1,893,"ONA, op.for ALM",11144
CF-WAG,1,894,Wardair,5143
52-5822,1,895,USAF,1505
N174W,1,390,North Slope Supply Comp,8659
6O-AAJ,1,443,Somali Airlines,2394
P-20..,1,638,Indonesian Police,11632
9419,1,226,RCAF,2656
HI-170,1,52,Domaire,7132
PI-C532,1,420,Philippine Air Lines,11819
N434EJ,1,619,Executive Jet Aviation,9508
OO-AUX,1,64,"DAT, op.for Sabena",11556
TC-17,1,32,Argentine AF,13517
CCCP-32463,1,537,"Aeroflot, East Siberia",4201
N111AS,1,896,Aero Spacelines,8327
PJ-FRM,1,883,ALM,11843
CCCP-11149,1,453,"Aeroflot, Ulyanovsk Flight School",4066
43-15133,1,897,USAF,862
N75430,1,8,Private,10531
HK-121,1,8,Avianca,7193
YV-C-AMK,1,2,LAV,15227
67-0172,1,898,USAF,2354
HR-ASN,1,179,Aero Servicios,7556
N40412,1,253,Le High Acres,9426
I-DIBD,1,830,Alitalia,7672
G302,1,226,Ghana AF,6922
OK-NDD,1,386,CSA,11535
PI-C507,1,420,Philippine Air Lines,11815
HC-ART,1,367,SAETA,7072
N94314,1,899,TWA,11173
XP441,1,780,RAF,14849
PK-ZDF,1,10,Zamrud Airlines,12116
SP-LTL,1,680,LOT,13148
CCCP-75533,1,500,"Aeroflot, Uzbekistan",4610
52-5935,1,888,USAF,1519
VT-DVG,1,449,Indian Airlines,14349
63-9724,1,745,USAF,2254
